Scenario,Global_Second,Phase,Phase_Name,Phase_Second,Market_State,Kia,Vintrumite,DB HiTek,POSCO Future M,Hyundai Motor,POSCO Holdings,Samsung Electronics,LS,Samsung SDI,Samsung Electro-Mechanics,HD Korea Shipbuilding,LS ELECTRIC,Korea Zinc,HMM,Hyundai Mobis,Korea Electric Power,Samsung C&T,SK Inc.,NAVER,Kakao,JUSUNG Engineering,EO Technics,Hanmi Semiconductor,LG Chem,Shinhan Financial,LEENO Industrial,LG Electronics,Celltrion,KODEX 200,EcoPro,Hana Financial,KODEX Semiconductor,SK Innovation,TIGER 200,KB Financial,KODEX Leverage,Meritz Financial,Samsung Biologics,KODEX KOSDAQ150,KODEX KOSDAQ150 Leverage,Wonik IPS,EcoPro BM,KODEX 200 Futures Inverse 2X,HD Hyundai Electric,Hyosung Heavy Industries,Woori Financial,HD Hyundai Heavy Industries,LG Energy Solution,TIGER Semiconductor TOP10,HPSP
Scenario 2,982,4,Strong Growth (FOMO),82,TRADING,132061.31,325020.45,131473.03,257721.21,668322.67,679367.39,162176.61,478391.05,706047.23,1003002.68,446257.12,284712.64,2209806.44,28590.51,374183.9,44194.89,349447.2,342718.72,1455029.84,45105.55,106436.03,443902.0,381994.17,394520.43,86657.01,134434.96,150989.64,196981.54,103517.85,149107.26,129927.06,119326.23,165890.27,100730.1,171236.06,125917.43,107575.84,1110963.74,20903.18,18247.58,133848.61,294551.66,130.23,1321370.81,4884788.07,34676.68,739252.07,652213.31,43193.82,54756.0
Scenario 2,983,4,Strong Growth (FOMO),83,TRADING,131803.16,324990.78,131406.98,257386.26,667092.63,679241.9,161421.66,478615.22,705254.18,1001976.13,446475.74,284727.09,2217372.52,28547.1,374911.41,44298.53,350234.97,341054.88,1456636.91,45072.59,106180.83,443993.3,381837.46,394484.71,86525.94,134408.56,151023.49,196964.38,103498.16,149001.8,130066.43,119212.1,165902.96,100710.67,171391.79,125603.35,107767.78,1108994.19,20951.05,18233.77,133954.13,294595.53,130.06,1321917.05,4881565.75,34664.7,739384.45,654219.02,43146.7,54815.26
Scenario 2,984,4,Strong Growth (FOMO),84,TRADING,131628.21,325018.55,131026.78,256918.21,666075.77,678121.3,160670.11,478721.37,705129.79,1001758.25,446118.41,284658.74,2223496.22,28528.04,375293.12,44385.34,349474.8,339648.68,1458033.36,45086.27,106072.83,443857.88,381577.2,394433.5,86414.28,134434.85,150995.81,196906.57,103450.47,148750.53,130131.59,119057.33,166014.12,100614.31,171582.98,125425.5,107900.66,1104937.97,20979.09,18221.07,133985.2,294633.47,129.91,1321696.33,4888737.06,34681.68,740036.99,655910.51,43135.57,54797.07
Scenario 2,985,4,Strong Growth (FOMO),85,TRADING,131383.5,324911.88,130769.13,256451.58,665368.91,677443.44,159865.66,478824.4,703677.35,1000793.62,445779.82,284681.17,2228637.29,28468.92,375680.72,44483.5,348882.95,338193.66,1460225.59,45105.84,105954.62,444046.62,381441.69,394437.29,86283.83,134415.76,151014.27,196904.07,103313.47,148598.35,130361.62,118862.64,166016.61,100519.14,171955.18,124943.66,108067.06,1101558.34,21017.89,18198.78,134101.63,294682.24,129.8,1321475.12,4891890.72,34700.02,740270.9,657490.16,43119.86,54853.03
Scenario 2,986,4,Strong Growth (FOMO),86,TRADING,131123.38,324979.67,130579.98,255983.95,664252.66,677609.97,159104.24,479022.05,703646.45,999716.0,445752.53,284668.59,2234653.9,28412.89,376458.82,44561.37,349100.39,336358.86,1462196.49,45124.42,105703.53,444127.7,381463.97,394227.21,86217.75,134356.53,150959.28,196931.98,103171.33,148320.0,130506.11,118695.74,166034.23,100598.06,172182.65,124696.23,108251.26,1098711.83,21043.43,18210.15,134386.27,294828.24,129.81,1321310.71,4893740.06,34707.2,739837.6,659736.24,43102.38,54886.81
Scenario 2,987,4,Strong Growth (FOMO),87,TRADING,130915.7,325016.41,130286.19,255642.87,663085.39,677005.08,158262.19,479099.61,702731.15,999924.89,445227.2,284638.03,2240976.23,28374.66,377235.03,44663.19,349139.12,334748.89,1465008.52,45120.39,105717.98,444166.92,381372.81,394226.89,86213.19,134332.83,150963.42,196936.88,103152.65,148033.21,130880.25,118329.5,166022.94,100637.17,172464.6,124571.77,108374.49,1095097.11,21079.53,18180.68,134638.42,294791.24,129.67,1320737.13,4894470.17,34730.41,739443.61,661630.91,43109.27,54883.29
Scenario 2,988,4,Strong Growth (FOMO),88,TRADING,130681.09,325014.6,130050.2,255296.55,662032.56,676740.13,157466.83,479190.68,702624.42,999065.79,445230.64,284600.89,2246769.82,28471.81,377597.88,44757.58,349314.92,333131.46,1465486.59,45107.44,105558.72,444259.35,381392.14,394005.76,86245.92,134349.11,150975.7,196960.1,103079.79,147881.34,131078.98,118071.68,166039.75,100544.74,172647.94,124488.52,108505.64,1091419.92,21109.02,18197.14,134793.82,294724.31,129.55,1320381.43,4886797.36,34714.92,740332.59,663196.05,43078.51,54886.53
Scenario 2,989,4,Strong Growth (FOMO),89,TRADING,130530.1,324926.39,129970.89,254755.75,660442.48,676617.69,156759.73,479440.75,702022.87,998856.1,444705.04,284556.43,2251331.32,28555.78,378523.69,44810.79,348880.09,331565.54,1466523.03,45104.73,105467.18,444290.07,381490.02,394087.18,86105.15,134348.37,151048.68,196903.03,102994.37,147730.53,131551.5,117901.2,165996.94,100496.33,172843.52,124344.93,108645.04,1088316.59,21150.81,18189.96,134920.44,294725.88,129.39,1320053.29,4884343.14,34702.59,740576.39,664636.14,43055.03,54910.03
Scenario 2,990,4,Strong Growth (FOMO),90,TRADING,130325.84,324995.83,129571.32,254125.54,659876.7,676848.53,156056.76,479629.04,701704.18,998957.63,444769.79,284549.41,2256062.9,28663.71,379568.59,44864.16,348884.17,330008.41,1468223.44,45113.44,105406.54,444301.55,381448.94,394227.37,86052.59,134370.73,151032.43,196863.17,102865.69,147562.09,131812.69,117693.16,166035.77,100431.1,173069.99,124037.35,108793.72,1085576.62,21179.21,18188.53,135149.16,294771.4,129.06,1320168.72,4878249.32,34692.35,742256.11,666441.26,43047.03,54889.22
Scenario 2,991,4,Strong Growth (FOMO),91,TRADING,130040.25,325055.91,129338.57,253796.53,658909.72,676009.48,155259.37,479412.92,701697.09,998027.78,444461.41,284502.64,2261920.52,28742.94,380218.97,44927.16,348354.76,328220.62,1470257.79,45126.93,105368.45,444339.4,381443.89,394272.1,85903.96,134398.51,150976.73,196850.9,102671.06,147279.27,132086.96,117409.57,165965.99,100368.16,173308.18,124033.02,108957.02,1082049.68,21202.75,18160.72,135391.56,294855.45,128.89,1320200.07,4878688.26,34692.92,742510.53,668231.07,43007.89,54950.57
Scenario 2,992,4,Strong Growth (FOMO),92,TRADING,129819.67,325091.84,129437.03,253221.89,657175.16,677630.51,155474.53,479361.42,701845.03,998631.95,444124.08,284557.53,2267245.67,28831.84,381078.88,45054.52,348438.71,328035.84,1471118.86,45126.82,105587.92,444190.09,381272.16,394216.79,85942.34,134447.69,151067.42,196953.24,102599.75,147680.5,132188.93,117577.48,166009.68,100353.77,173541.1,124342.35,109162.81,1078900.7,21162.84,18163.49,135141.91,294980.99,129.25,1319989.16,4880796.5,34699.75,741022.69,670432.17,43071.84,54882.27
Scenario 2,993,4,Strong Growth (FOMO),93,TRADING,129582.72,325139.2,129619.78,252821.04,655931.01,679795.41,155776.49,479729.15,702149.26,997967.57,444214.59,284580.32,2274034.51,28900.74,381159.95,45126.45,348271.66,328035.84,1473029.37,45119.03,105937.41,444087.59,381375.12,394249.09,86068.78,134455.59,151132.61,196935.8,102481.94,147953.04,132351.15,117782.3,165965.4,100389.54,173723.98,124612.79,109297.39,1075816.09,21118.67,18162.08,134875.68,294971.36,129.57,1320010.11,4879283.17,34713.92,740112.55,672301.34,43138.77,54803.37
Scenario 2,994,4,Strong Growth (FOMO),94,TRADING,129332.9,325247.96,129885.19,252417.92,657718.17,680951.44,156063.63,479705.86,701707.75,996728.98,443808.28,284595.58,2279541.17,28991.7,381845.74,45171.59,348064.34,328035.84,1474834.21,45113.08,106037.01,444138.01,381308.85,393959.48,86063.6,134461.31,151146.61,196956.4,102279.21,148255.07,132619.38,117917.81,165991.74,100227.27,173866.78,124843.75,109415.99,1072401.98,21077.6,18169.95,134787.71,295088.1,129.93,1320490.46,4874298.16,34722.91,738784.68,674222.53,43218.85,54729.67
Scenario 2,995,4,Strong Growth (FOMO),95,TRADING,129194.51,325236.85,130082.37,252086.17,659863.01,682016.21,156339.82,479957.74,701727.95,995820.34,443567.47,284522.1,2285650.89,29073.45,382538.0,45248.95,347448.82,328640.71,1477351.97,45089.41,106308.95,444079.36,381263.43,393998.01,86213.23,134472.6,151185.9,197066.13,102249.64,148559.61,132799.66,118033.93,166030.21,100164.54,174090.83,125024.97,109512.93,1068744.41,21033.21,18150.1,134602.86,295010.78,130.45,1320238.88,4876578.59,34717.18,737485.24,676108.17,43280.15,54663.23
Scenario 2,996,4,Strong Growth (FOMO),96,TRADING,128953.49,325313.48,130352.36,251831.4,661652.03,683826.51,156664.54,480184.3,701546.0,994762.47,443396.14,284511.55,2291251.71,29169.14,382844.31,45354.21,347357.57,329495.73,1479477.88,45094.31,106516.91,444008.87,381353.04,394090.17,86315.63,134512.09,151257.02,197028.46,102299.06,148874.19,132983.01,118134.33,166042.0,100114.06,174335.06,125472.21,109703.25,1066112.13,20997.07,18140.09,134365.58,294974.75,130.71,1320317.66,4874600.95,34689.12,735884.15,677691.04,43397.0,54571.9
Scenario 2,997,4,Strong Growth (FOMO),97,TRADING,128743.13,325328.45,130678.48,251392.7,663499.72,684903.43,156912.66,480453.33,701320.1,992995.26,443491.37,284468.75,2297558.89,29232.06,383377.32,45430.38,347179.52,330324.15,1481445.94,45102.63,106840.05,443976.13,381439.78,394147.16,86419.2,134501.66,151321.16,197050.8,102291.06,149313.5,133228.2,118269.88,166116.06,100060.53,174655.12,125620.58,109837.99,1063536.03,20975.38,18134.92,134295.99,294984.17,130.89,1319745.07,4879815.65,34703.81,734662.58,679669.14,43482.45,54504.45
Scenario 2,998,4,Strong Growth (FOMO),98,TRADING,128523.15,325319.77,131048.91,250887.19,665203.79,686333.84,157135.35,480773.46,700850.26,992365.01,443833.61,284413.53,2303158.48,29309.0,383944.3,45520.32,346819.34,330925.75,1483044.85,45115.29,107078.07,443934.6,381323.21,394201.58,86462.21,134506.97,151296.54,196987.81,102240.89,149560.69,133343.87,118549.64,166030.56,100077.84,174819.94,125959.01,109951.87,1060782.14,20956.51,18123.48,134246.48,295077.42,131.23,1319968.02,4881804.52,34691.08,733312.82,681125.73,43592.45,54385.22
Scenario 2,999,4,Strong Growth (FOMO),99,TRADING,128334.1,325290.38,131340.73,250561.14,667159.85,688770.08,157365.42,480678.42,700693.24,993072.25,443492.53,284358.99,2309301.31,29388.59,384440.07,45572.68,346365.88,331782.24,1485586.26,45109.21,107324.0,443784.35,381119.02,394128.49,86659.32,134474.52,151360.62,196964.2,102146.77,149736.02,133656.25,118874.91,166007.45,99989.99,174940.9,126347.79,110102.56,1057376.22,20941.04,18110.95,134118.26,295167.65,131.42,1320113.07,4881759.17,34667.13,732731.81,682807.93,43679.87,54306.07
Scenario 2,1000,4,Strong Growth (FOMO),100,TRADING,128177.62,325217.65,131597.2,249966.44,668906.68,689954.12,157646.66,480991.17,700239.32,992369.01,443323.96,284368.47,2314843.45,29460.77,385110.4,45656.96,346337.79,332475.77,1488586.94,45094.07,107576.04,443899.62,381219.17,394110.64,86778.31,134524.72,151346.13,196943.26,102073.47,150101.36,134072.86,119042.48,166005.52,99854.38,175090.08,126567.71,110273.87,1054235.81,20899.78,18091.11,133902.57,295283.75,131.83,1320530.13,4879026.02,34658.82,731179.68,684675.13,43723.79,54249.23
Scenario 2,1001,4,Strong Growth (FOMO),101,TRADING,127999.56,325336.09,131918.82,249497.39,670268.6,689382.27,157945.06,480949.26,699816.97,991961.34,443095.7,284336.81,2319869.22,29533.2,385788.23,45727.08,345813.9,333352.16,1490007.87,45065.35,107866.21,444106.71,381159.32,393898.99,86943.71,134498.79,151358.81,196849.51,101898.54,150384.76,134246.62,119369.68,166086.57,99866.59,175317.82,126864.75,110357.95,1051909.85,20877.19,18091.28,133759.1,295241.45,132.13,1320513.9,4880692.1,34642.4,730334.93,686489.05,43784.63,54244.01
Scenario 2,1002,4,Strong Growth (FOMO),102,TRADING,127787.71,325505.73,132095.31,249142.25,671733.58,691123.25,158129.97,481535.39,700003.12,991561.6,443023.93,284289.36,2326797.57,29604.86,386032.12,45780.28,345442.2,334362.11,1491599.75,45059.15,108045.9,444190.99,381123.13,393935.49,87062.82,134516.61,151329.43,196876.35,101775.82,150609.79,134477.18,119626.04,166089.45,99842.92,175535.67,127190.48,110517.26,1048605.86,20823.22,18087.47,133604.98,295278.37,132.45,1320365.65,4883659.82,34635.75,728188.09,688144.68,43810.28,54216.52
Scenario 2,1003,4,Strong Growth (FOMO),103,TRADING,127530.24,325309.74,132503.9,248726.51,673830.5,692600.64,158394.32,481876.94,699154.99,991210.9,442885.88,284272.71,2332142.58,29684.27,386389.06,45822.33,345078.74,334925.18,1494237.01,45054.01,108261.44,444211.56,381028.22,393999.85,87225.09,134528.81,151382.71,196909.98,101681.44,150953.45,134825.25,119839.98,166076.72,99867.43,175763.11,127474.97,110740.0,1045159.76,20801.63,18080.15,133526.24,295211.19,132.63,1320653.1,4890891.82,34634.82,726607.29,690129.76,43870.81,54117.93
Scenario 2,1004,4,Strong Growth (FOMO),104,TRADING,127327.32,325346.72,132788.47,248286.31,675355.16,692544.18,158663.22,482183.57,698590.9,991032.15,442286.15,284240.11,2337080.76,29749.78,386642.05,45939.11,344867.84,335581.64,1495752.76,45049.58,108566.39,444322.1,380854.77,394185.16,87294.79,134516.44,151375.11,196904.9,101523.92,151132.45,135120.56,120184.93,166122.21,99812.52,175933.9,127781.88,110882.32,1042143.43,20756.91,18055.34,133608.65,295266.42,132.73,1320534.53,4891998.6,34632.63,725199.57,692277.1,43921.7,54008.95
Scenario 2,1005,4,Strong Growth (FOMO),105,TRADING,127064.02,325449.31,132989.08,247912.85,677071.45,693801.84,158975.02,482596.68,698349.1,989770.57,441857.58,284209.92,2343389.76,29818.72,387281.94,46044.36,344790.18,336313.39,1498014.36,45058.79,108763.07,444313.24,380985.72,394124.24,87339.49,134519.75,151454.07,196823.77,101383.66,151257.43,135354.12,120455.38,166086.9,99706.63,176260.91,128040.31,111096.53,1039141.64,20715.66,18037.62,133648.21,295421.92,133.0,1319962.33,4894850.56,34635.22,723944.25,694078.39,43999.7,53940.62
Scenario 2,1006,4,Strong Growth (FOMO),106,TRADING,126914.3,325437.73,133188.78,247460.31,678594.8,695157.36,159335.25,482908.93,697525.31,990360.04,441487.38,284137.33,2348517.62,29911.75,387987.86,46177.93,344091.21,337004.95,1498946.22,45060.59,108833.68,444339.62,381051.74,394266.28,87518.1,134600.4,151525.04,196761.33,101186.29,151639.05,135693.89,120627.08,166118.01,99599.71,176369.71,128304.29,111254.15,1035532.79,20682.5,18031.43,133540.96,295476.65,133.15,1319930.05,4892531.16,34635.96,722943.24,696100.55,44095.39,53862.98
Scenario 2,1007,4,Strong Growth (FOMO),107,TRADING,126720.76,325573.31,133481.93,247020.27,680614.9,695814.36,159564.33,482970.31,697390.52,989201.68,441815.27,284142.59,2354760.6,29998.42,388361.71,46217.98,343805.0,337718.19,1500736.59,45034.11,109007.99,444617.56,380998.82,394194.63,87660.46,134624.36,151567.52,196761.77,101038.26,152055.29,135899.45,120847.9,166082.7,99568.86,176516.71,128522.87,111346.62,1032415.76,20662.56,18037.9,133372.25,295441.47,133.48,1319590.7,4893032.86,34641.31,721793.46,698208.48,44154.66,53793.97
Scenario 2,1008,4,Strong Growth (FOMO),108,TRADING,126528.37,325608.98,133768.31,246744.6,682477.46,696832.59,159808.15,483110.05,697092.1,988436.64,441710.17,284197.32,2360175.89,30089.2,388782.76,46288.38,344106.88,338493.41,1502295.55,45038.93,109354.09,444713.78,380971.55,394472.22,87753.07,134617.48,151620.54,196799.36,100905.64,152403.7,136065.97,121264.91,166117.19,99554.24,176785.66,128687.95,111512.35,1029948.66,20629.86,18033.41,132944.66,295415.89,133.62,1319392.19,4891801.69,34638.42,719058.68,700548.72,44218.36,53681.56
Scenario 2,1009,4,Strong Growth (FOMO),109,TRADING,126367.87,325641.68,134143.29,246260.68,684066.84,697223.14,160061.34,483415.94,696457.68,987118.17,441590.24,284276.14,2366605.6,30162.41,389481.99,46378.6,343577.12,339205.47,1504001.95,45038.86,109630.02,444729.49,380940.45,394427.39,87798.45,134618.06,151621.14,196832.21,100782.44,152737.12,136339.05,121517.59,166086.18,99393.46,177076.32,128991.29,111634.87,1026736.88,20595.09,18035.98,132518.21,295402.68,133.98,1319019.07,4898725.89,34629.01,717652.85,702032.91,44294.74,53584.76
Scenario 2,1010,4,Strong Growth (FOMO),110,TRADING,126135.68,325411.46,134425.54,245838.05,685729.84,697586.5,160316.04,483822.45,696366.48,987101.85,441216.15,284225.01,2371668.5,30245.58,390363.99,46451.65,343256.29,339962.85,1505263.97,45038.93,109784.68,444362.01,380944.62,394275.28,87821.9,134611.72,151606.32,196730.57,100727.93,153139.84,136682.22,121811.54,166161.91,99391.35,177215.3,129225.9,111806.87,1023433.05,20556.68,18019.22,132366.58,295362.56,134.24,1318886.33,4900361.62,34624.3,715964.59,703414.59,44332.68,53494.58
Scenario 2,1011,4,Strong Growth (FOMO),111,TRADING,125916.82,325446.9,134668.96,245384.84,687524.52,698360.13,160556.2,484375.01,696532.96,988577.17,441256.45,284149.96,2376902.96,30312.3,390455.01,46527.12,343081.94,340577.23,1508017.08,45064.71,110111.92,444426.24,381176.76,394282.7,87993.14,134579.02,151594.73,196701.87,100623.05,153406.01,136855.58,122140.88,166150.57,99404.58,177336.38,129682.69,111887.56,1020105.29,20504.42,18022.72,132394.66,295507.38,134.53,1319005.24,4902482.41,34613.27,714271.57,704714.45,44447.14,53375.22
Scenario 2,1012,4,Strong Growth (FOMO),112,TRADING,125722.07,325476.53,134928.66,244978.48,689317.27,700665.18,160802.53,484652.44,696450.65,987542.09,440538.34,284098.57,2381182.99,30376.6,391079.96,46637.4,342476.27,341299.14,1509687.53,45104.1,110284.45,444403.49,381137.43,394284.37,88187.88,134528.5,151596.27,196568.2,100562.42,153746.63,136985.69,122316.52,166211.32,99428.86,177531.44,129981.79,112018.87,1017387.64,20487.94,18002.3,132189.89,295556.02,134.66,1318439.05,4908679.28,34621.38,713019.92,706553.09,44518.51,53275.24
Scenario 2,1013,4,Strong Growth (FOMO),113,TRADING,125484.77,325472.07,135220.03,244811.02,691591.21,702261.15,161051.05,485291.21,695206.21,986156.5,440757.8,284153.84,2386006.27,30450.87,392069.06,46728.49,342279.47,341940.67,1511545.04,45079.28,110519.78,444401.51,381270.01,394237.43,88276.55,134527.12,151543.78,196580.4,100413.43,154046.1,137096.21,122471.78,166241.85,99334.01,177809.4,130340.13,112111.89,1014018.49,20445.8,17991.85,131857.45,295682.05,135.05,1319086.56,4908259.12,34618.81,711187.27,708394.81,44601.58,53266.77
Scenario 2,1014,4,Strong Growth (FOMO),114,TRADING,125247.87,325472.34,135451.15,244464.52,693739.95,702573.41,161308.07,485886.53,695578.74,985436.91,440959.09,284165.75,2391603.14,30539.78,392503.18,46770.11,341966.13,342692.44,1514458.77,45071.37,110735.84,444245.93,381293.43,393984.32,88336.49,134487.17,151545.75,196585.82,100345.87,154226.6,137467.94,122813.18,166309.0,99293.2,178030.22,130606.2,112251.79,1011241.15,20400.51,17988.38,131885.12,295800.01,135.37,1318708.97,4907064.99,34612.7,709790.61,710001.66,44652.73,53176.94
Scenario 2,1015,4,Strong Growth (FOMO),115,TRADING,125023.08,325420.28,135738.28,244169.01,694886.72,702373.73,161576.55,486018.96,695226.0,985308.14,440763.0,284116.38,2396639.82,30624.61,393348.04,46828.23,341741.05,343261.29,1516199.84,45071.98,110921.67,444151.3,381180.84,393913.21,88402.14,134469.84,151572.44,196582.47,100280.51,154513.67,137544.23,123067.38,166288.45,99216.8,178282.09,130833.4,112372.24,1007675.08,20378.16,17966.19,131906.5,295783.91,135.54,1318392.72,4907640.09,34614.09,707722.37,711440.04,44734.42,53128.53
Scenario 2,1016,4,Strong Growth (FOMO),116,TRADING,124813.78,325401.56,135950.49,243902.89,696692.45,704392.03,161770.91,486023.05,695052.1,985177.43,440636.83,284153.43,2403299.59,30719.4,393768.31,46897.44,341719.08,344014.06,1517950.91,45078.79,111206.53,444190.88,381062.2,394071.18,88456.94,134464.85,151567.32,196555.61,100155.96,154692.16,137831.65,123327.6,166241.26,99254.26,178519.35,131123.65,112530.68,1004734.86,20332.14,17998.59,131835.61,295792.76,135.9,1318475.94,4909174.31,34616.54,705508.85,713155.08,44794.92,53002.55
Scenario 2,1017,4,Strong Growth (FOMO),117,TRADING,124566.07,325459.56,136210.77,243709.01,699137.64,706154.34,161966.76,486149.72,695037.38,984447.34,440690.64,284122.22,2410992.01,30781.5,394278.86,46986.79,341615.77,344442.68,1520359.39,45095.24,111474.72,444254.74,381019.7,394140.13,88610.16,134424.95,151576.86,196559.01,100006.06,155038.65,138084.29,123638.39,166268.5,99242.48,178862.81,131571.9,112731.47,1001248.1,20290.37,17990.43,131526.48,295939.76,136.08,1318717.84,4906151.98,34622.09,704751.11,714577.7,44861.34,52925.79
Scenario 2,1018,4,Strong Growth (FOMO),118,TRADING,124374.55,325432.27,136285.75,243233.06,700858.68,706771.11,162143.45,486476.47,694827.48,983466.13,440998.4,284125.86,2416641.42,30873.46,394528.35,47109.16,340871.08,344994.42,1520880.52,45081.5,111750.37,444396.38,381271.82,393852.12,88761.66,134453.1,151576.15,196485.31,99871.62,155267.52,138342.27,123839.68,166277.05,99175.22,179225.88,131622.01,112954.23,998357.16,20241.04,17986.01,131318.12,295976.63,136.28,1318636.62,4905194.48,34630.49,702972.47,716361.27,44945.46,52848.7
Scenario 2,1019,4,Strong Growth (FOMO),119,TRADING,124140.21,325480.6,136592.58,242735.07,702877.84,707922.77,162408.93,486516.1,694464.03,984013.28,440810.71,284126.96,2423304.61,30952.88,395385.9,47207.0,340294.63,345572.72,1522575.06,45072.85,112122.97,444504.74,381161.29,393578.53,88799.1,134482.9,151560.34,196494.85,99753.43,155712.0,138346.47,124103.45,166300.83,99163.28,179459.08,131746.5,113089.32,995571.2,20206.45,17969.07,131003.76,296091.38,136.53,1318389.55,4904480.17,34624.2,702624.36,718168.78,45019.63,52737.12
Scenario 2,1020,4,Strong Growth (FOMO),120,TRADING,123949.42,325458.68,136870.5,242416.75,705153.75,710138.43,162619.09,486631.04,693604.01,983403.24,440532.12,284121.3,2429934.41,31036.86,395831.57,47315.65,340344.2,345936.62,1524066.02,45063.74,112390.94,444567.57,380952.43,393496.25,89029.25,134440.66,151571.08,196451.14,99675.34,155675.87,138572.39,124241.66,166249.23,99166.17,179756.23,132016.98,113296.08,992284.11,20192.63,17928.21,130832.96,296168.38,136.82,1318227.36,4903004.62,34625.84,701133.4,719667.41,45089.45,52646.12
Scenario 2,1021,4,Strong Growth (FOMO),121,TRADING,123737.06,325544.57,137108.61,241868.49,707384.57,710509.03,162942.97,486693.21,692966.54,982849.95,440218.0,284101.05,2437286.66,31100.13,396704.62,47386.29,340207.91,346318.74,1526976.09,45039.8,112630.25,444564.6,380962.57,393311.95,89159.04,134443.32,151552.99,196454.97,99586.91,156054.65,138725.18,124556.33,166325.95,99184.34,179953.29,132275.6,113498.63,989164.19,20144.82,17936.37,130793.41,296214.94,137.03,1318218.8,4898314.07,34621.52,700197.62,721733.97,45175.93,52600.63
Scenario 2,1022,4,Strong Growth (FOMO),122,TRADING,123578.62,325604.53,137403.67,241469.64,709190.53,710286.78,163111.79,486761.56,692037.35,981993.19,440207.65,284129.39,2440997.9,31196.27,397265.98,47464.26,340002.69,346994.48,1528832.28,45043.32,112813.35,444516.9,380863.86,393265.25,89364.58,134430.12,151555.74,196446.65,99620.33,156377.07,138895.24,124826.1,166347.55,99239.66,180146.74,132357.93,113555.07,986424.14,20118.9,17913.45,130507.35,296181.05,137.4,1318211.7,4894804.32,34625.68,697923.03,723663.92,45212.22,52565.6
Scenario 2,1023,4,Strong Growth (FOMO),123,TRADING,123414.81,325665.15,137608.58,241095.82,711389.74,711514.27,163315.82,486920.35,691397.39,980011.98,440044.22,284087.28,2447619.9,31295.54,397727.11,47594.03,340092.54,347607.4,1529756.96,45043.15,113047.92,444504.49,381020.43,393046.98,89497.99,134466.04,151634.47,196433.12,99500.14,156714.23,139072.36,124929.07,166380.11,99413.12,180373.16,132704.33,113816.59,982754.88,20091.94,17892.95,130297.7,296067.43,137.59,1317958.22,4895358.33,34607.18,697762.17,725443.1,45332.16,52489.61
Scenario 2,1024,4,Strong Growth (FOMO),124,TRADING,123218.84,325551.06,137866.74,240801.06,713608.71,712309.9,163582.47,487147.49,691305.33,978551.0,440260.82,284105.63,2453390.93,31371.07,398566.51,47653.15,340537.97,348295.67,1532473.82,45047.21,113365.98,444434.02,380918.25,392878.49,89553.6,134480.8,151657.41,196460.55,99385.88,157069.11,139364.39,125146.54,166381.67,99372.25,180680.03,132989.34,113995.17,979389.47,20042.17,17870.92,129956.62,296223.29,138.0,1318178.94,4892394.9,34619.08,696631.69,728197.63,45391.29,52358.22
Scenario 2,1025,4,Strong Growth (FOMO),125,TRADING,123041.39,325644.29,138083.7,240409.45,715487.16,713088.65,163777.89,487098.12,691404.73,979433.39,439900.72,284087.9,2459862.69,31445.48,399278.92,47767.25,339820.05,348884.66,1534901.07,45050.65,113536.45,444391.6,380986.58,393111.18,89705.76,134508.85,151637.72,196481.46,99169.42,157469.35,139505.22,125368.94,166351.96,99325.42,180958.52,133209.04,114118.23,975996.36,20012.15,17880.8,129841.67,296268.56,138.4,1318165.35,4889431.25,34619.24,695606.27,730139.79,45457.49,52213.77
Scenario 2,1026,4,Strong Growth (FOMO),126,TRADING,122786.14,325576.94,138520.84,239801.25,717208.04,714628.13,163980.12,487395.41,689746.41,979559.41,439614.41,284052.12,2464179.77,31507.3,399686.64,47884.94,339347.5,349508.05,1537191.71,45027.11,113696.28,444548.99,381146.15,392985.06,89800.51,134549.71,151648.37,196522.47,99039.28,157762.77,139626.43,125506.88,166369.23,99259.74,181034.41,133381.94,114203.8,972560.58,19962.13,17875.17,129551.11,296238.57,138.7,1318131.86,4893111.57,34591.76,693944.38,731722.21,45589.78,52122.12
Scenario 2,1027,4,Strong Growth (FOMO),127,TRADING,122572.66,325640.13,138900.41,239283.73,719140.96,714840.62,164221.86,487731.21,689705.01,978541.34,439631.8,283959.47,2470844.78,31575.61,400345.4,47955.6,339033.43,350101.65,1539158.89,45017.97,113812.87,444555.84,381179.65,392950.45,89883.03,134541.29,151665.12,196497.98,99032.4,158050.46,139941.33,125656.98,166387.28,99261.57,181287.45,133808.03,114343.49,969388.1,19925.37,17870.12,129464.6,296220.47,139.15,1318034.93,4894949.22,34596.77,692024.89,733912.43,45710.53,52014.37
Scenario 2,1028,4,Strong Growth (FOMO),128,TRADING,122386.36,325817.38,139054.51,238776.23,721163.13,716680.42,164422.61,487739.05,689743.26,978012.44,439401.74,283950.64,2476515.82,31682.53,401221.51,48064.88,338993.62,351049.8,1541364.74,45035.17,113998.92,444373.74,381106.5,393052.14,89929.83,134584.28,151714.28,196474.87,98899.98,158268.39,140291.18,125863.86,166479.26,99313.63,181480.89,134035.02,114455.76,966180.37,19883.3,17868.19,129068.4,296379.95,139.25,1318297.62,4900614.68,34607.58,690343.27,736041.9,45809.04,51855.77
