Scenario	Global_Second	Phase	Phase_Name	Phase_Second	Market_State	Kia	SK hynix	DB HiTek	POSCO Future M	Hyundai Motor	POSCO Holdings	Samsung Electronics	LS	Samsung SDI	Samsung Electro-Mechanics	HD Korea Shipbuilding	LS ELECTRIC	Korea Zinc	HMM	Hyundai Mobis	Korea Electric Power	Samsung C&T	SK Inc.	NAVER	Kakao	JUSUNG Engineering	EO Technics	Hanmi Semiconductor	LG Chem	Shinhan Financial	LEENO Industrial	LG Electronics	Celltrion	KODEX 200	EcoPro	Hana Financial	KODEX Semiconductor	SK Innovation	TIGER 200	KB Financial	KODEX Leverage	Meritz Financial	Samsung Biologics	KODEX KOSDAQ150	KODEX KOSDAQ150 Leverage	Wonik IPS	EcoPro BM	KODEX 200 Futures Inverse 2X	HD Hyundai Electric	Hyosung Heavy Industries	Woori Financial	HD Hyundai Heavy Industries	LG Energy Solution	TIGER Semiconductor TOP10	HPSP
Scenario 1	725	3	Bull Market	125	TRADING	148058.05	1650530.23	160889.03	270347.82	551320.93	439375.62	261900.88	523555.65	713616.59	954088.29	447732.48	301767.03	1602604.63	20251.43	442497.68	44560.94	319906.92	477888.68	190970.34	47891.13	121449.9	477241.61	345064.05	415897.79	98497.91	116718.31	146090.65	191546.63	104482.05	154689.28	125441.91	151961.8	152993.07	98463.88	154551.24	146237.17	112844.74	1362538.31	22510.48	16358.73	123828.79	212542.7	133.51	1227625.52	3800787.81	34434.62	662862.97	462978.82	48483.83	51672.78
Scenario 1	726	3	Bull Market	126	TRADING	148140.82	1652015.68	161117.81	270511.74	551773.48	439320.07	261685.91	524398.15	710921.89	955787.04	447546.11	301633.7	1601661.94	20252.16	442864.69	44585.7	320445.15	478464.36	190856.22	48024.98	122287.6	478621.24	345609.41	415345.95	98729.57	116929.84	145730.2	191427.07	104271.78	154544.53	125427.87	152139.44	152754.35	98600.63	154766.67	146913.36	112733.91	1356768.78	22588.83	16262.3	123971.35	212331.71	133.28	1227793.83	3795420.35	34456.5	658809.1	465418.87	48449.9	51842.6
Scenario 1	727	3	Bull Market	127	TRADING	148466.49	1656693.03	160888.07	270263.26	551770.21	440365.71	262622.92	524857.55	709673.65	952700.02	447747.4	300803.69	1603137.99	20250.4	442051.91	44622.41	320489.91	477086.31	190782.72	48129.39	122008.22	479011.16	345455.41	414893.54	98991.14	117005.6	145832.8	191384.46	104069.64	153861.18	125429.81	152296.3	152334.68	98509.93	154686.05	147064.09	112767.63	1351991.03	22646.38	16252.66	124157.75	211775.69	133.21	1226771.28	3805602.84	34445.46	654625.07	466351.35	48531.46	51960.3
Scenario 1	728	3	Bull Market	128	TRADING	148734.71	1653147.62	160629.73	270322.55	550981.66	439960.95	262575.5	524248.68	707630.04	951962.78	447860.67	301633.93	1605306.3	20256.62	441123.52	44612.48	321980.85	475782.71	191152.09	48179.56	121757.06	478789.77	346112.18	414560.26	99162.6	116816.61	145885.03	191412.28	104056.17	153820.59	125577.29	152490.61	152130.68	98736.2	154759.15	146527.99	112817.38	1352496.9	22717.66	16237.29	123783.7	212102.7	133.11	1226329.12	3806067.81	34484.56	651210.55	468796.02	48406.25	52104.67
Scenario 1	729	3	Bull Market	129	TRADING	149288.05	1654939.83	160670.27	270551.89	550080.75	440322.04	262446.4	524056.21	706422.42	951394.67	447227.66	301270.49	1605348.59	20256.69	441420.73	44561.84	321875.93	476041.55	191280.35	48252.63	121478.67	478970.52	345994.17	414278.38	99353.4	116685.53	145958.62	191176.35	103888.02	153924.1	125584.74	152204.73	151950.11	98711.73	154707.03	146315.33	112641.29	1353318.51	22700.56	16255.42	123789.83	211692.14	134.03	1228731.2	3811686.94	34502.55	646710.91	469204	48441.43	51964.85
Scenario 1	730	3	Bull Market	130	TRADING	149510.67	1657715.98	160780.58	270335.27	550825.07	440557.08	263482.24	523629.83	703829.5	949541.02	447246.14	300692.04	1607684.53	20269.47	440581.38	44552.02	322717.7	474736.61	191598.66	48327.65	120988.61	479698.28	346985.12	414386.69	99567.33	116677.89	145558.7	191332.02	103852.69	153294.19	125534.97	152208.96	151988.54	98605.77	154657.17	146373.35	112689.4	1355877.79	22732.24	16271.12	123972.45	211212.31	133.68	1227496.68	3825519.03	34529.75	641406.05	470325.05	48367.26	51876.2
Scenario 1	731	3	Bull Market	131	TRADING	150114.05	1657355.09	160411.39	270365.88	551832.45	440924.81	263104.54	522433.42	703274.49	948499.95	447114.37	299982.59	1608281.41	20259.75	439940.49	44581.6	322277.39	474819.26	191404.78	48488.35	121123.5	480992.98	348019.47	415160	99821.21	116707.47	145825.42	191067.95	103508.36	153045.69	125499.45	152643.42	152127.99	98376.39	154613.12	146835.26	112712.51	1359727.97	22738.5	16369.81	123908.68	211123.11	133.81	1228174.19	3832511.22	34534.93	635222.76	469898.56	48292.6	51933.06
Scenario 1	732	3	Bull Market	132	TRADING	150818.82	1654649.61	160829.96	270487.5	552626.36	440983.44	262230	523368.72	702140.84	952563.76	447204.95	299812.84	1610016.04	20249.37	439516.15	44513.61	321927.9	475184.63	191229.22	48579.98	120643.97	480876.64	349233.19	415103.38	99945.12	116914.29	146225.3	190766.4	103136.28	152684.02	125611.76	152512.03	151791.9	98231.93	154665.88	146824.13	112743.26	1364932.34	22678.05	16395.99	123876.23	211106.39	133.67	1226766.13	3835077.64	34554.44	628764.59	469698.66	48364.04	51973.06
Scenario 1	733	3	Bull Market	133	TRADING	151160.37	1656905.97	161454.74	270189.39	552617.24	441599.83	262274.38	522895.49	701313.66	949781.65	447226.63	299656.27	1610194.94	20256.56	438931.73	44512.85	321864.47	475039.49	191008.62	48643.62	120279.39	481560.39	349372.56	415023.82	99896.72	116751.97	146433.32	190534.39	103130.36	152571.98	125584.73	152575.76	151392.55	98276.41	154747.31	147839.9	112715.96	1369348.19	22696.09	16383.04	123881.4	210551.58	133.57	1228324.59	3837864.11	34552.79	622083.51	467381.81	48412.21	51850.44
Scenario 1	734	3	Bull Market	134	TRADING	151604.17	1654836.16	160994.09	270489.53	551463.52	441383.01	262475.75	521108.98	701092.34	951724.05	446429.08	299351.23	1611141.68	20242.62	437454.2	44522.51	322123.29	475878.33	191097.14	48644.93	119972.6	480708.4	350405.67	414364.51	99945.58	116476.79	146522.5	190294.83	102943.28	151967.2	125699.51	152365.31	151399.96	98153.52	154503.96	147563.78	112675.52	1374721.91	22668.39	16324.73	123640.53	209901.13	133.46	1228319.15	3858109.4	34575.76	614989.01	465493.79	48329.62	51864.18
Scenario 1	735	3	Bull Market	135	TRADING	151937.46	1658085.68	161239.48	270562.85	551335.43	441937.07	261716.88	521079.93	700179.52	951271.05	445667.39	299177.32	1612244.88	20236.99	435098.99	44524.33	321981.59	474493.45	191064.08	48735.64	120532.97	482010.98	349511.33	414607.83	99853	116731.71	146276.27	190123.05	102857.69	151526.29	125759.51	152194.24	151475.4	98195.01	154383.64	147769.11	112643.91	1379081.57	22626.06	16313.84	123619.87	210170.96	133.73	1228539.61	3866957.5	34606.48	608373.92	462563.84	48326.17	51922.21
Scenario 1	736	3	Bull Market	136	TRADING	152612.63	1654210.6	161133.43	270219.81	550333.43	442500.28	262760.27	520582.61	701234.42	951312.62	445840.81	299657.82	1610874.15	20227.7	434482.57	44547.17	322283.77	472917.62	191012.38	48775.38	120467.49	480532.05	349681.8	414336.24	99803.35	116712.96	146455.42	190129.34	102677.68	151072.8	125793.4	152209.61	151395.41	98269.61	154565.04	147402.73	112544.92	1380474.01	22593.89	16355.71	123403.29	210015.77	134.52	1229488.78	3881367.74	34675.08	602140.87	460797.43	48328.61	52007.2
Scenario 1	737	3	Bull Market	137	TRADING	152766.83	1656354.9	160794.41	270077.1	549313.63	442350.52	262840.79	519958.39	701927.58	953471.03	445330.76	299982.07	1611880.21	20226.05	435699.22	44575.89	322317.16	471910.63	191210.98	48789.03	119832.6	481036.02	348124.08	414531.86	99691.18	116714.96	146745.84	190032.2	102794.13	150977.57	125626.05	151995.61	151373.12	98158.64	154519.98	147400.66	112505.2	1381071.5	22550.22	16424.77	123423.54	209930.17	134.72	1232019.79	3885186.65	34725.55	594066.37	457896.5	48184.25	51912.93
Scenario 1	738	3	Bull Market	138	TRADING	153033.9	1653976.78	160889.96	269362.99	548551.71	441751.46	263434.39	519673.89	703669.57	955065.08	445947.3	299635.32	1612618.86	20208.1	434287.72	44552.09	323067.15	471598.24	191191.06	48834.6	119567.94	480928.78	347407.71	414812.72	99551.39	116811.4	146828.64	189677.42	102914.96	150727.68	125627.38	151840.09	151241.26	98092.05	154700.68	146818.97	112520.08	1380197.13	22528.06	16427.41	123258.72	210169.42	135.01	1233246.14	3890713.66	34782.03	585755.13	455364.24	48064.91	51903.09
Scenario 1	739	3	Bull Market	139	TRADING	152992.26	1659131.35	160953.34	269610.61	547532.95	441568.31	263496.86	518807.97	704744.19	952727.93	445844.49	300027.97	1616033.02	20199.43	433171.5	44540.68	322721.47	471017.12	190986.01	48804.61	119791.03	479693.93	347070.32	414382.81	99352.6	116701.39	146005.65	189803.86	102820.21	150296.29	125517.52	151926.26	151254.96	98352.97	154628.53	146805.47	112601.77	1380573.02	22452.96	16461.21	123462.75	209954.57	135.91	1234011.85	3916258.9	34855.33	578353.66	452960.5	48033.13	52038.64
Scenario 1	740	3	Bull Market	140	TRADING	153152.37	1663340.84	160681.29	270321.8	547566.99	441641.66	264033.75	519794.25	707134.04	950269.81	445736.32	299461.56	1615274.59	20197.75	433875.74	44493.7	323110.4	469976.98	191172.35	48828.61	119749.54	478720.13	347907.29	414309.6	99142.73	116609.59	145285.73	189487.78	102904.03	149907.53	125519.59	151646.84	151177.07	98204.26	154745.14	146138.83	112602.97	1383613.89	22389.57	16395.02	123107.88	209918.35	136.11	1233384.12	3931751	34903.72	571691.31	450245.42	48084.38	52130.37
Scenario 1	741	3	Bull Market	141	TRADING	153177.5	1664193.53	160530.6	269746.08	545717.21	440698.65	263952.98	521770.65	709218.69	953117.71	445025.58	299600.15	1612564.49	20188.36	433965.51	44521.35	323333.14	470602.23	191482.67	48838.46	119576.27	476768.09	347721.94	414618.05	98929.86	116354.74	145103.53	189416.31	103085.26	149423.53	125526.4	151059.94	151588.12	98249.71	154802.47	146706.85	112695.49	1383632.65	22332.97	16434.73	123048.72	209769.45	135.91	1234949.9	3931561.82	34976.58	563723.31	448072.12	48092.03	51988.34
Scenario 1	742	3	Bull Market	142	TRADING	153053.14	1660797.72	159802.46	270230.72	545045.64	440427.05	263795.15	521594.22	710646.12	953372.06	444227.38	299937.69	1612836.75	20200.44	431909.6	44455.36	322790.28	471444.97	191733.24	48815.42	118962.3	473558.31	346459.32	414769.23	98723.61	116192	144960.54	189254.48	103102.23	149134.31	125465.66	150612.45	151588.52	98411.37	154668.47	146317.01	112599.65	1383944.5	22261.31	16409.54	123126.73	209815.12	136.39	1236707.1	3938977.52	35045.8	557135.56	447412.76	47949.34	51921.59
Scenario 1	743	3	Bull Market	143	TRADING	152780.07	1657095.16	159802.7	270307.13	544131.62	440049.28	263833.92	523106.76	712587.87	954288.51	444752.01	299694.45	1616129.42	20200.01	430999.31	44383.06	322669.48	472449.73	191881.73	48904.39	119127.87	471811.65	346809.57	414946.74	98479.24	116230.39	144420.8	188991.37	103302.2	148933.02	125410.88	150469.94	151448.94	98398.36	154753.06	145676.79	112599.26	1382539.59	22176.38	16447.54	123196.57	209422.18	136.28	1235441.55	3950353.54	35150.96	550358.1	446220.64	47966.37	52060.82
Scenario 1	744	3	Bull Market	144	TRADING	152183.81	1657203.67	159292.33	270868.5	543144.87	440195.36	263661.14	524351.61	716356.47	957006.85	444705.62	299149.16	1616322.08	20194.64	430630.35	44408.26	323628.19	472345.21	192086.45	48961.41	118638.84	469395.08	347483.54	415395.8	98353.33	116448.72	143895.12	188989.43	103443.01	148776.85	125245.73	150260.78	151652.71	98334.76	154761.99	146545.17	112636.41	1382079.3	22066.29	16432	122878.91	209243.15	136.02	1234644.74	3954101.59	35217.25	544120.35	445332.93	47856.28	52146.77
Scenario 1	745	3	Bull Market	145	TRADING	151712.38	1658052.42	158997.89	270806.8	541895.67	440287.83	263793.64	524086.13	718002.95	958893.88	444553.63	299284.59	1619136.32	20191.51	430812.27	44458.79	324977.85	471416.17	192025.97	48936.6	118573.95	463845.56	347388.83	415677.56	98108.35	116184.07	143971.59	188888.92	103337.87	148361.74	125243.05	150504.14	151928.14	98124.95	154642.29	145816.43	112640.39	1382094.02	21957.13	16404.84	123024.78	209616.44	135.91	1237051.17	3969314.25	35289.11	538841.88	443240.85	47632.01	52317.05
Scenario 1	746	3	Bull Market	146	TRADING	151316.67	1657459.26	158690.15	271090.87	541171.4	440244.09	264673.19	523166.59	720616.82	962633.75	444288.46	299572.19	1618942.83	20177.87	429800.02	44471.82	324927.2	471959.52	192677.06	48897.99	119178.16	460103.72	346235.4	415706.56	97897.94	116293.55	144246.53	188636.54	103702.78	148301.29	125256.78	150271	152057.47	98014.85	154673.18	145922.27	112678.9	1381229.73	21898.64	16413.88	123295.61	209345.69	135.8	1234345.09	3987891.31	35434.6	535061.51	441955.37	47718.16	52102.73
Scenario 1	747	3	Bull Market	147	TRADING	150833.77	1652291.12	157703.8	270869.45	540926.88	440299.1	265549.55	523174.11	723568.28	958444.18	444544.89	300297.5	1618519.78	20166.33	430140.75	44475.27	325444.86	473916.05	192124.91	48899.53	119151.84	457466.99	345967.51	416310.63	97712.34	116290.85	143905.64	188329.21	103787.69	148237.73	125323.34	150300.89	152131.42	98035.78	154521.15	145503.37	112741.72	1382674.03	21822.01	16435.29	123599.44	209134.04	136.39	1233662.29	3992675.41	35540.25	532233.09	441749.11	47564.04	52347.29
Scenario 1	748	3	Bull Market	148	TRADING	150598.06	1654502.08	157128.51	270309.04	540790.73	440762.99	265882.52	524451.52	726512.16	956929.74	443781.85	300046.93	1616689	20159.8	430777.33	44486.39	326305.35	474892.39	192218.58	48909.52	119706.83	454503.2	347460.27	416303.72	97723.98	116384.97	144277.36	188486.66	103773.88	148269.53	125300.79	150180.22	152170.21	97942.49	154588.16	146218.73	112704.77	1380213.7	21767.74	16473.08	124409.28	209520.47	136.78	1233715.64	3991935.21	35649.88	532705.3	441416.39	47419.51	52355.53
Scenario 1	749	3	Bull Market	149	TRADING	149820.34	1653580.47	156547.84	270035	539910.98	440431.37	266329.33	525983.13	728296.36	958750.14	444523.19	300559.12	1617503.8	20139.04	430889.38	44483.28	326761.9	476563.08	192553.27	48937.3	119931.28	449168.67	346375.26	415194	97421.53	116676.5	144357.59	188430.98	103985.36	148571.38	125375.73	150243.36	152318.62	97931.98	154519.53	146348.04	112570.74	1380428.77	21675.82	16483.75	124234.93	209358.07	137.07	1233052.96	3997030.57	35785.84	534902.05	441631.72	47502.58	52429.04
Scenario 1	750	3	Bull Market	150	TRADING	149347.2	1654249.84	156062.82	269793.17	539884.83	439817.34	266111.96	525021.47	729392.35	958136.06	444847.9	299758.38	1616640.74	20137.21	430976.88	44490.43	327059.04	475866.22	192574.15	48967.51	119403.54	446378.61	346502.05	414469.72	97364.36	116648.34	144184.1	188177.09	104232.42	148576.29	125286.16	150194.62	152094.49	97684.9	154512.51	146174.03	112553.4	1380055.58	21641.54	16449.39	123946.35	209330.42	137.13	1231827.21	4008545.52	35897.68	536273.03	441573.78	47373.76	52099.91
Scenario 1	751	3	Bull Market	151	TRADING	149344.82	1652187.65	155179.14	269968.13	538579.37	439043.78	266124.56	525852.48	731376.07	959358.56	445910.96	300298.75	1616879.59	20130.48	430050.07	44466.83	328056.7	476692.26	192492.81	48982.51	119539.99	440891.64	346983.54	414973.94	97261.12	116686.87	144441.87	188008.34	104222.67	149181.24	125367.07	149978.05	152055.18	97795.75	154602.53	146010.15	112641.21	1380988.56	21600.56	16468.95	123966.97	209290.44	136.83	1231074.37	4009283.43	36004.39	538409.88	440992.93	47344.59	51966.57
Scenario 1	752	3	Bull Market	152	TRADING	149061.79	1658209.95	154960.45	270058.07	538700.04	439040	265877.71	526456.53	733843.35	960051.73	446830.96	300513.53	1616552.59	20115.31	431120.64	44397.03	327594.44	476220.53	192475.52	48968.19	119572.58	438358.65	345683.09	414560.79	97317.59	116644.9	144435.95	188283.84	104368.73	149777.27	125254.17	150290.68	152594.01	97973.35	154661.92	146335.58	112640.6	1380944.32	21506.06	16415.06	124073.75	209334.16	137.44	1229818.13	4011473.13	36140.13	542044.18	441362.9	47473.1	51847.25
Scenario 1	753	3	Bull Market	153	TRADING	148652.54	1661294.46	154875.34	270384.75	538920.95	439299.1	265841.72	525130.9	736449.07	959355.84	446472.23	301191.68	1616715.11	20107.66	431452.27	44386.14	327776.68	476264.89	192566.44	48981.42	119699.47	435341.52	344764.8	413882.51	97259.29	116772.87	145048.2	188280	104502.86	150454.85	125288.71	150187.22	152724.57	97987.41	154623.6	146595.66	112583.33	1380208.85	21451.86	16380.65	124600.77	209553.48	138.17	1229190.31	4012767.47	36235.68	546401.94	440967.96	47522.29	51804.14
Scenario 1	754	3	Bull Market	154	TRADING	148400.31	1660181.43	154897.11	270233.24	537606.56	439119.81	265998.92	526379.85	737920.32	955567.92	447424.3	300964.16	1617182.45	20099.69	432247.24	44400.34	327031.69	476333.36	192479.73	48958.91	119384.97	430640.98	345906.03	414116.52	97203.38	116770.6	145157.22	188286.53	104472.59	150910.13	125377.46	150961.48	152923.15	97911.85	154839.56	146190.65	112604.46	1379980.7	21427.7	16381.94	125169.91	209878.02	138.22	1232307.53	4023401.72	36330.46	550949.58	440786.05	47577.44	51974.95
Scenario 1	755	3	Bull Market	155	TRADING	148197.39	1660209.22	155066.34	270022.4	537675.59	439140.64	266390.85	527431.17	739415.76	957679.8	448387.93	301217.94	1616476.26	20087.52	432955.13	44345.82	326778.05	477980.81	192981.29	49016.42	119629.27	427979.08	345738.62	414172.83	97096.24	116882.41	145670.62	188219.99	104583.1	151695.45	125380.09	150613.9	153083.43	97689.26	154956.17	146182.98	112533.91	1380297.9	21400.95	16415.32	124552.01	209756.94	138.89	1233357.06	4027819	36427.02	556539.09	440043.99	47727.14	51879.6
Scenario 1	756	3	Bull Market	156	TRADING	148056.65	1658385.57	155015.22	270205.03	537740.42	439339.48	267231.87	527204.49	738526.95	956850.89	449706.42	301468.49	1616374.45	20065.61	433409.05	44356.05	327162.85	478780.84	193005.73	49083.13	119948.64	426028.95	345038.54	414175.15	97100.79	116743.96	146151.03	188048.64	104793.92	153274.99	125502.56	150646.35	153011.64	97874.79	155130.07	145523.31	112553.98	1381994.92	21349.95	16427.04	124121.66	209267.78	139.2	1231369.54	4019786.31	36511.86	561589.6	439730.54	47956.55	51705.43
Scenario 1	757	3	Bull Market	157	TRADING	147830.84	1661788.5	154582.38	270474.67	538758.93	439162.1	267109.37	527628.78	739407.15	955936.33	451237.42	301838.55	1612728.98	20072.8	433716.92	44352.14	326773.92	478222.63	193345.16	49054.01	119968.69	424603.24	345214.42	414134.6	97064.73	116735.55	146595.72	187985.03	104904.25	154261.99	125517.08	150409.78	152873.61	97784.78	154971.36	145329.02	112618.61	1382150.31	21313.76	16504.5	123734.61	208710.23	139.51	1229986.23	4006898.7	36642.71	566245.26	439373.27	48007.05	51434.02
Scenario 1	758	3	Bull Market	158	TRADING	147654.81	1665830.89	154824.39	270540.08	537358.52	439282.48	265724.94	527801.95	738705.27	955768.69	452418.27	302517.56	1614429.28	20075.36	434182.99	44367.19	327296.55	477812.77	193800.36	49078.67	119735.8	423118.61	344173.07	414339.55	97044.93	116544.56	147078.46	187935.62	105103.37	155424.05	125413.68	151284.41	153066.7	97817.91	154916.26	146377.63	112629.14	1382986.1	21301.38	16500.56	123490.46	208953.43	139.81	1228564.14	4003772.51	36708.01	570405.1	439554.35	48116.39	51521.53
Scenario 1	759	3	Bull Market	159	TRADING	147203.62	1664964.75	154474.22	270101.95	537049.48	439570.02	266132.33	528395.99	740047.43	959098.46	454619.46	303018.62	1617744.24	20111.55	435593.99	44419.38	327289.4	478509.23	193628.74	49004.74	120039.08	422338.38	344395.59	414128.99	97022.44	116581.29	147356.13	187912.12	104982.72	156715.41	125351.16	151788.6	152794.61	97813.96	154880.42	146811.7	112550.94	1381372.45	21266.01	16510.24	123238.14	209019.04	140.09	1232827.7	3996638.72	36781.14	574785.83	438818.62	48148.59	51573.85
Scenario 1	760	3	Bull Market	160	TRADING	147213.14	1666497.04	154302.55	270281.91	536646.23	439911.63	265429.45	528043.02	740725.88	964057.05	456011.77	302471.76	1616137.35	20120.91	437275.65	44375.29	327731.04	479360.06	193452.42	49017.63	120044.71	422832.9	343930.86	414135.9	97097.73	116489.8	147666.31	188053.81	104918.79	157777.68	125407.73	151912.81	152676.56	97885.03	154902.97	146274.43	112474.35	1380198.27	21245.1	16474.33	123203.59	209557.35	139.45	1232758.01	4003748.07	36854.55	579186.03	438701.31	48230.76	51471.7
Scenario 1	761	3	Bull Market	161	TRADING	147085.42	1666783.53	154678.15	270009.95	536204.55	440421.04	265355.79	530284.72	742018.47	965022	458516.82	301968.18	1616921.95	20142.23	438444.39	44445.75	327552.98	478392.6	193669.99	49048.68	120157.46	423967.72	344061.45	414540.18	97052.32	116334.97	147503.61	188200.76	104846.1	158996.49	125343.37	152335.37	152495.85	97915.73	154771.83	145934.71	112474.2	1382383.08	21224.39	16448.66	122848.49	209208.19	139.54	1232946.94	3994773.7	36907.65	583291.9	438015.89	48074.95	51541.24
Scenario 1	762	3	Bull Market	162	TRADING	147237.98	1661033.98	155026.92	270697.14	536851.47	440221.29	266006.62	531407.61	742787.49	964116.25	460443.52	302132.71	1617934.09	20153.86	439780.89	44437.82	327320.34	478020.76	193564.29	49028.35	120655.49	425748.92	343240.54	414492.15	97007.41	116375.01	147721.34	188406.35	104890.92	159594.57	125299.32	152579.12	152486.84	97857.6	154603.15	145599	112581.69	1381767.81	21216.9	16437.58	122614.06	208839.27	139.16	1233150.94	3996621.64	36940.46	586102.71	437159.67	47973.79	51495.71
Scenario 1	763	3	Bull Market	163	TRADING	147203.57	1666791.85	155113.92	270459.39	537656.05	440773.04	266415.84	533073.72	743873.31	963982.15	461378.09	302742.16	1616958.27	20169.37	440442.85	44553.24	327096.38	478862.52	193589.19	49077.4	120422.39	428160.51	342793.01	414380.49	96929.71	116353.25	147872.27	188617.05	104779.04	160852.76	125268.94	152829.7	152557.78	97583.89	154611.45	145675.01	112464.9	1381029.02	21240.03	16503.54	122279.78	208580.04	139.47	1230277.35	3981337.08	36976.93	590266.41	437175.03	48146.03	51668
Scenario 1	764	3	Bull Market	164	TRADING	147172.22	1672639.69	155848.11	270236.03	537244.43	441002.97	266214.16	533557.07	743601.56	962108.44	461564.63	303008.53	1615216.48	20193.65	440484.17	44496.64	326655.88	478323.45	193789.58	49025.85	120539	431711.01	342732.11	413379.74	96949.29	116324.94	147504.49	188670.85	104707.02	161353.89	125131.54	152915.22	152291.68	97517.41	154541.91	145723.43	112583.98	1382044.11	21264.22	16416.88	122272.49	208824.13	139.52	1228910.61	3967573.8	36931.21	593031.12	437356.54	48294.43	51756.51
Scenario 1	765	3	Bull Market	165	TRADING	146967.55	1672579.02	156321.78	269864.68	538757.73	441093.28	266505.21	535176.65	744739.61	963898.09	461805.91	303318.34	1615601.66	20210.49	441463.95	44495.54	326832.12	479319.31	194255.58	48947.4	120156.29	434265.72	343011.66	413138.5	97051.48	116376.13	147929.83	189046.1	104768.3	162107.31	125176.22	153114.67	152638.38	97530.45	154594.11	145657.51	112594.48	1382497.93	21278.8	16427.76	121651.07	208610.9	139.58	1228720.86	3960291.15	36927.38	596197.55	437287.71	48406.1	51973.71
Scenario 1	766	3	Bull Market	166	TRADING	146944.65	1670201.74	156766.18	269538.11	538001.75	441263.45	266426.88	535728.93	744164.31	965916.08	462246.13	303757.82	1616700.51	20242.63	442924.42	44484.45	326807.59	478284.73	194055.19	48981.54	120415.24	437775.64	342250.59	413402.22	97110.79	116143.31	148842.86	189241.98	104527.87	162715.41	125208.7	153385.2	152686.75	97551.98	154557.16	145810.63	112627.56	1382466.49	21285.3	16393.17	121315.36	208349.64	139.52	1225776.03	3952517.83	36902.98	599124.27	436999.74	48481.33	52120.38
Scenario 1	767	3	Bull Market	167	TRADING	147085.76	1675674.63	157310.71	269527.75	538179.88	441848.68	266229.21	536321.64	743112.99	965718.07	462049.66	302838.34	1617185.74	20275.13	443622.12	44498.06	326947.84	479408.29	194141.98	49029.93	120153.09	441024.94	341491.34	414290.19	96982.23	116156.14	148927.3	189577.44	104167.39	163183.09	125310.82	153389.97	152794.38	97521.36	154602.77	146789.59	112580.3	1383607.26	21300.51	16377.66	121219.01	208522.61	139.48	1225736.36	3934817.45	36866.23	601504.94	436161.92	48441.41	52419.84
Scenario 1	768	3	Bull Market	168	TRADING	146864.53	1681534.55	157862.18	269116.16	539122.8	441426.54	266630.34	536774.12	743907.12	964526.58	462024.65	302351.88	1617318.96	20283.98	443088.62	44515.98	327230.02	479329.43	194424.86	49051.06	119909.56	444504.23	341839.92	414194.22	96957.75	116139.67	148968.42	190027.05	104198.05	163540.96	125333.36	153680.09	152896.71	97370.38	154632.15	147128.42	112560.53	1383629.87	21327.81	16412.37	120804.38	208971.79	139.42	1226293.38	3919274.06	36853.27	603287.85	436787.07	48570.14	52742.29
Scenario 1	769	3	Bull Market	169	TRADING	146910.02	1684670.31	158417.4	269342.34	538660.33	441795.38	267222.41	536816.84	743783.22	963662.82	461242.65	303238.91	1619319.57	20300.56	443161.38	44523.73	326940.48	479346.99	194522.58	49068.69	119715.25	446020.46	342692.38	415483.91	96845.62	116457.25	149016.58	190385.85	104348.1	163031.71	125407	153711.96	153490.28	97379.95	154712.34	146911.49	112553.13	1382816.23	21340.33	16392.33	121128.8	208847.15	139.38	1226217.28	3911974.26	36818.43	604776.07	437566.29	48588.15	53084.87
Scenario 1	770	3	Bull Market	170	TRADING	146922.34	1688357.13	159174.45	269482.15	537992.99	441281.15	267603.67	539047.76	743640.83	962349.81	460581.46	304121.23	1621422.02	20306.91	444010.67	44544.51	326472.94	479652.58	194603.84	49058.39	119803.18	448833.52	342976.42	415767.88	96835.12	116645.86	149079.77	190654.29	104394.56	163052.32	125348.68	153859.38	153403.49	97126.18	154742.87	147214.49	112545.55	1382734.65	21315.05	16386.25	121063.78	208936.47	138.81	1226239.4	3903333.36	36756.22	606194.86	437266.71	48734.31	53290.56
Scenario 1	771	3	Bull Market	171	TRADING	147072.05	1690344.82	159271.52	269919.97	538929.57	441382.39	268267.9	540052.98	743813.35	962147.9	459830.17	303904.33	1624785.69	20317.09	445144.47	44515.4	325847.46	478540.46	194534.25	49036.07	119555.52	451497.67	342412.66	416995.22	96744.34	116721.11	149228.51	190989.98	104189.83	162380.41	125168.1	153733.9	153459.82	97194.88	154598.69	146771.63	112576.93	1383424.88	21319.14	16319.87	121319	208971.14	138.53	1223641.79	3906280.58	36690.99	608067.93	436834.35	48711.39	53428.66
Scenario 1	772	3	Bull Market	172	TRADING	146993.03	1693111.16	159983.19	269452.36	538413.69	441566.55	268406.12	539548.69	744259.76	957010.58	458607.7	305068.21	1623548.14	20330.55	445762.19	44496.69	324605.48	478349.94	194617.83	48991.67	119387.68	452871.15	342021.45	416979.26	96809.67	116758.11	148987.77	191232.83	103980.24	162146.27	125274.65	153870.09	153333.81	97383.92	154486.75	147120.33	112588.77	1381789.01	21352.93	16309.74	121576.72	209501.64	138.58	1226966.16	3889151.67	36625.66	611080.98	435933.91	48724.81	53914.45
