SK hynix	Samsung Electronics	KODEX Semiconductor	KODEX Leverage	TIGER Semiconductor TOP10
2360962.11	366711.62	200935.29	186457.89	55277.32
2386119.68	366154.21	201423.86	190238.65	56743.86
2270050.92	367482.09	203433.17	185296.42	56003.2
2153743.09	369250.57	201920.87	188211.83	56693.41
2117805.6	371228.65	203013.62	186180.5	56637.29
2140772.72	375131.42	200412.63	183976.13	56495.78
2170883.03	370576.39	199706.85	185150.56	56623.85
2196753.38	372022.42	198226.71	181132.77	57305.83
2222263.34	379843.14	197298.65	176454.35	57879.17
2286735.47	381104.89	197260.37	174649.05	57272.56
2348129.7	387821.36	196392.03	177150.66	58005.95
2436050.25	393893.84	200914.54	178123.09	58940.31
2418541.33	387084.19	207523.11	179733.38	59543.5
2407650.02	375733.92	202095.96	178696.63	58807.55
2348322.75	374606.94	198149.43	178191.25	58975.03
2278937.12	373520.57	198640.97	179382.03	57712.41
2211350.35	367988.09	195551.62	178237.6	57162.17
2162016.82	367039.24	194510.06	177359.05	57482.14
2132983.29	362446.42	196592.07	182273.95	57401.93
2079284.59	359059.26	201230.59	186549.83	57291.12
2126147.36	362424.58	205339.17	187613.8	57233.14
2121694.24	366862.02	204493.52	189417.75	56704.55
2169453.57	366560.22	203456.57	186471.48	56930.38
2236708.53	368376.64	204171.51	185473.29	57164.54
2246331.72	371011.54	196992.86	184702.78	56042.88
2308640.08	377560.23	196295.76	187262.13	55022.55
2318066.45	384856.03	196098.05	185872.04	55464.19
2354233.05	393700.71	198298.63	183444.08	55717.29
2382832.29	401118.56	198921.96	188610.02	55826.85
2433589.38	404399.13	199895.17	184242.98	56083.13
2480291.04	405658.81	202986.33	188356.69	56872.21
2443381.32	410170.45	207476.91	187475.56	57657.17
2393117.19	411768.98	208047.74	190999.36	57891.7
2388809.36	415008.68	210127.7	193146.56	57667.61
2385341	417447.97	212392.41	193126.87	58286.77
2371024.77	422967.7	208292.95	189749.06	58815.88
2367547.3	424681.11	207347.93	194594.69	59650.84
2454771.69	419034.63	206975.68	192533.78	59922.09
2442630.76	418150.9	207254.61	186796.77	59059.67
2423830.98	411066.05	208017.05	187303.23	57690.58
2398767.61	402064.14	207589.92	187498.08	58510.48
2403932.6	396741.6	209927.9	186990.66	59126.33
2423304.52	387579.37	212235.23	187199.48	60288.31
2382214.06	388044.69	214919.1	187342.97	60664.24
2382835	387699.04	216611.4	191409.43	60736.81
2401848.85	400230.84	218227.75	196563.52	58919.75
2436821.49	406329.96	216553.06	196253.34	56990.1
2450475.21	411992.34	217729.41	188700.82	55781.4
2397948.5	409059.05	210373.14	185378.72	55495.56
2322977.71	406095.02	206774.77	190577.81	55847
2304833.61	398624.95	204106.35	192903.28	56909.93
2270634.27	390897.46	204456.63	181764.57	57952.26
2266506.9	387832.97	200449.32	180733.04	58055.47
2252634.25	386149.53	203171.89	184869.08	57169.23
2267877.19	387383.32	202887.84	179663.81	57963.87
2302318.98	385136.07	203561.25	179705.88	57460.53
2348509.73	395281.11	203486.42	179512.51	57689.63
2318923.51	405744.33	204677.86	180886.37	58831.54
2374014.29	403021.69	206084.58	185345.68	58517.18
2407641.91	405018.05	210185.84	188768.5	58349.3
2433577.47	407920.36	211036.59	190306.51	58701.91
2415096.97	401838.46	203700.43	192500.66	58377.72
2435066.61	397399.42	202793.1	190377.14	59119.23
2493081.39	398335.79	202153.97	194979.79	59136.2
2499048.77	405513.6	207505.28	202167.8	58314.02
2516794.15	416128.13	209435.16	200008.9	57743.65
2569390.39	425802.59	212870.5	200964.55	59098.43
2541514.55	439792.15	216088.51	203332.9	60152.69
2554429.55	440128.67	215120.56	196692.99	60098.58
2568952.04	430292.94	215157.34	194689.18	59662.48
2586093.79	421878.64	215587.08	196251.7	59866.65
2620491.87	412924.01	214707.67	197641.86	58961.48
2621873.61	405901.34	216683.93	199323.75	59869.89
2585680.95	394999.01	215297.92	187116.22	59938.07
2538501.2	393634.39	217323.82	183882.26	60969.72
2490968.37	388178.5	216914.24	181401.49	60719.05
2409778.85	396691.37	214798.09	178084.52	60808.13
2422639.92	397403.17	215713.05	176392.08	60488.79
2425939.15	395761.02	213425.88	182131.17	60720.43
2406823.14	391217.03	213886.95	180630.32	60682.66
2340282.93	388589.79	216085.22	182260.47	60642.73
2344622.61	392692.12	218607.84	181627.64	61881.75
2382161.15	398820.13	214573.56	178768.59	62175
2403792.02	398299.53	216114.36	178442.38	62496.72
2397282.26	401904.11	213821.12	180881.47	63074.83
2365051.56	399242.13	210927.22	185711.7	63668.68
2393050.95	396721.86	211872.38	194234.96	65317.1
2404878.42	401722.55	214814.85	197728.03	64262.72
2429914.63	405389.85	217047.69	194906.86	63891.39
2394114.64	406106.53	221822.98	192137.96	61604.97
2315862.03	415116.43	225117.77	187814.29	59873.91
2396938.73	436310.87	226066.88	190546.5	58865.77
2430840.73	448334.65	224361.6	198201.5	57171.96
2448839.48	434383.58	220999.76	197509.04	55353.7
2444579.16	416670.16	217408.81	198437.85	55664.3
2448177.26	404010.71	216324.16	204888.25	56141.5
2438801.29	386429.06	214654.3	205728.01	55741.36
2450476.8	384168.84	215055.92	198357.78	55906.21
2473401.69	377054.75	212695.68	197402.42	56687.95
2481038.7	377378.29	214990.52	201901.41	56415.02
2541728.83	380755.78	215375.99	205078.02	57031.94
2618554.98	389909.53	220383.92	196136.18	57897.75
2642941.37	394729.93	222504.18	198343.29	58611.87
2594751.19	400646.47	222801.48	201627.8	59347.1
2521899.2	406904.14	219939.1	205949.68	60755.45
2504681.33	408957.27	216870.88	206345.33	61148.54
2470267.98	423162.62	215617.6	208955.46	61058.04
2440115.49	428921.67	213516.82	210216.96	63131.58
2451110.84	417710.24	213510.07	206059.93	63580.39
2456262.72	403823.38	211465.06	205587.64	62832.7
2487136.28	402301.7	210006.94	200539.02	62634.03
2511551.54	403040.1	212762.74	198235.76	62462.87
2493426.26	401381.4	210856.3	196887.93	62936.45
2511764.94	397451.81	210407.51	196840.17	62953.62
2513814.48	402449.33	206995.82	196782.79	62611.77
2526518.63	410110.65	207977.17	198254.4	62926.57
2550881.15	412662.5	207720.94	202644.38	63193.74
2561184.99	417800.59	207551.7	200880.39	63887.12
2546535.58	422265.37	207121.67	209852.05	62842.07
2561949.22	426222.12	208920.71	210256.75	63763.84
2595153.65	431323.2	211176.65	213135.79	64535.3
2593798.16	430128.83	211746.68	210264.2	64827.15
2602588.34	432515.15	213408.78	210645.2	65122.81
2602459.72	437145.72	219039.5	211722.6	66093.89
2651051.11	442511.22	227852.06	212313.23	65634.81
2686699.47	442510.97	231775.47	214356.92	65799.36
2725373.99	448033.32	232518.93	213997.05	66286.98
2704034.28	444493.81	236312.61	215718.91	65119.51
2720789.63	438852.53	235753.41	217501.43	66723.67
2777570.98	434413.82	236920.28	216426.31	67043.17
2787634.63	443041.59	239170.62	219142.5	66879.23
2717569.37	452870.57	240248.46	218267.95	68306.35
2695921.34	450509.79	238782.56	222532.79	69036.99
2649856.74	445143.13	236589.05	225674.58	69973.01
2683737.79	442882.04	233949.06	222212.02	69779.76
2714069.34	445708.03	231892.96	228801.65	70434.15
2687673.6	444268.17	228926.7	230563.66	70577.34
2674209.96	441639.65	229858.23	230425.32	71783.31
2646858.35	441178.5	227372.51	229749.98	70731.57
2648210.83	439303.05	228338.03	226622.69	69270.4
2633589.91	435783.44	227309.47	230080.65	67719.38
2638694.44	434651.93	226642.35	225559.81	66831.57
2607967.01	430827.16	228630.41	216774.52	66012.62
2633158.81	423847.28	230428.03	213075.81	66147.49
2630958.03	419601.82	230013.97	216875.72	66494.44
2592106.29	418169.58	223677.69	213480.33	66120.71
2589238.64	417516.83	224593.53	211294.17	65265.1
2583822.79	421416.45	228687.3	211464.18	64794.89
2601219.64	421777.91	229174.29	209676.56	64562.56
2614273.54	434029.19	231189.95	209775.67	63952.66
2669426.29	438146.54	230880.68	205941.06	65583.85
2670872.85	439174.84	232203.28	210211.63	64883.08
2639606.15	442534.31	229481	206951.07	64956.57
2576825.68	436603.41	225099.39	205960.85	63935.93
2534122.9	435303.97	220817.85	209583.7	64750.62
2576428.58	438358.24	222872.85	206525.23	65830.23
2641790.05	433514.32	219259.7	206752.23	65574.08
2627516.12	429047.81	221637.52	212259.07	64840.11
2602766.07	420488.06	222356.93	210039.82	65066.23
2638324.23	424266.66	223386.16	209515.71	65718.68
2621825.52	415238.4	224332.1	212476.1	66326.02
2570839.34	412100.7	222347.24	211920.4	65529.79
2603759.8	410647.98	219594.3	215490.99	65541.42
2585569.79	408214.85	220810.52	213629.54	64744.78
2597852.37	405522.72	221856.97	210633	65561.16
2597987.49	408170.46	218916.17	215412.24	64955.27
2613313.92	411185.33	215980.15	220883.21	66551.36
2583174.94	409758.14	213175.05	214850.68	69370.15
2599680.33	416900.44	215011.72	211311.72	69197.65
2581268.36	417465.24	216848.35	212502.69	70778.41
2610554.71	421889.68	218813.76	205972.45	70294.13
2621377.8	426712.59	217964.13	204210.4	68820.63
2600351.51	429506.98	215632.96	205072.37	68358.47
2528834.69	435290.08	213858.23	205796	67008.49
2508150.93	434832.82	218000.1	204031.73	66301.14
2500301.29	434611.77	217113.13	201628.9	65301.77
2475053.07	426563.07	219781.07	201841.26	64571.49
2440448.93	427939.63	221271.89	203807.35	62896.27
2366260.84	425100.03	221032.47	206304.04	62466.56
2383257.16	424274.69	225702.08	199780.45	62558.01
2422892.5	419144.94	226062.08	208757.38	61979.91
2440502.31	421415.55	226507.66	203869	62172.42
2388439.92	420996.72	229386.18	205163.83	62157.38
2382669.76	421624.81	228613.12	205241.25	60827.54
2393199.68	416199.71	228809.15	205301.06	61861.35
2444767.66	409435.76	228886.59	207227.42	60987.7
2499643.04	411584.5	228291.55	209323.45	62258.54
2500488.5	417930.76	226734.4	208395.79	62898.18
2541602.61	423034.57	226162.48	209607.69	63939.03
2549697	424482.43	227200.6	203345.38	62428.51
2573682.58	427414.72	228069.62	204181.2	63261.96
2611430.08	425883.98	227395.65	208372.57	63856.78
2600132.12	431828.44	223106.08	203296.03	64010.93
2603535.95	436278.19	227126.73	210427.16	64806.54
2636061.89	431041.99	221535.87	209697.57	65569.78
2647000.64	435572.42	223007.07	207126.79	66508.84
2649315.84	446149.68	225771.14	205300.72	66848.98
2686979.21	441158.86	227093.37	207581.54	67743.11
2646495.7	446723.06	229846.09	213237.08	69220.55
2672282.67	437515.45	226671.85	210298.57	69614.96
2657741.79	435626.37	222931.04	209969.96	68064.66
2683015	436292.15	220255.13	208956.33	68025.67
2665374.03	441952.22	223763.17	209992.47	66424.48
2675848.62	440200.2	229105.11	211160.7	66394.38
2670668.99	446919.09	230204.78	215457.77	65930.1
2653308.93	450628.69	228841.76	215906.37	66250.01
2688955.37	439833.6	232172.59	214779.17	66108.51
2703273.68	445421.41	233147.61	210465.49	65681.13
2744218.5	444725.25	234838.33	212202.26	66532.93
2749540.55	447432.26	233654.52	217076.07	66491.53
2756709.42	447272.81	233581.03	218565.78	65693.25
2800621.46	444721.96	228314.08	218694.09	67039.74
2749880.4	444006.17	227273.75	217891.59	66644.19
2738723.47	451228.2	225530.73	220470.73	67174.15
2675475.05	448793.07	228749.71	224896.2	67878.32
2697872.63	454100.08	224651.2	224460.36	68198.87
2706002.37	458794.56	225986.18	221815.32	67803.32
2694768.88	471732.62	230651.87	221926.13	68645.03
2722012.76	481587.02	229339.28	219474.14	71655.76
2721691.77	482979.56	231081.2	225186.78	73608.65
2719279.18	478527.9	235850.06	227964.55	74512.87
2699615.92	466621.59	233322	222449.09	74648.78
2699249.68	459356.81	237347.87	221174.7	74250.01
2694093.45	461504.3	239215	221455.12	73018.68
2793601.73	471283.34	245561.62	223107.6	73166.43
2830344.68	469126.83	246517.3	224118.2	74032.86
2854620.64	473207.18	248754.73	225386.88	76119.9
2888557.51	478842.05	242382.69	227684.15	75457.36
2896600.28	474350.07	237544.97	229952.98	73938.97
2875732.81	482866.57	236958.73	231154.98	71341.83
2851206.25	479611.71	234466.6	241155.35	69683.17
2862229.08	479823.03	232762.39	237532.32	69608.82
2842838.58	486207.27	234099.97	234930.46	70657.1
2808908.61	482963.28	234701.66	238254.02	71519.55
2823382.08	479463.04	236286.72	242409.55	73994.41
2810187.23	482566.51	239333.31	242259.5	72093.52
2781778.65	486484.3	239239.79	243450	68853.64
2807161.45	492590.98	245263.92	237982.65	68318.52
2816934.22	499230.26	247142.22	239936.02	67929.24
2806061.97	489884.91	253881.63	238482.06	67949.31
2835159.46	490371.34	258211.39	230952.29	69658.27
2877268.84	492463.48	258468.28	227475.59	69906
2894826.86	489320.15	253315.61	231693.54	68370.19
2898419.2	484460.11	244843.5	225999.76	68547.1
2913252.39	487494.41	241527	221862.69	69197.29
2971122.44	491671.45	246399.53	221058.13	70146.41
2947736.31	484661.37	249098.69	219601.51	71276.13
2930159.75	474085.01	246766.08	226737.73	72159.31
2992081.41	464569.18	242304.28	223590.82	74645.27
3033054.21	466202.12	235008.66	222273.19	74879.09
3068875.39	465753.6	230663.07	225410.98	75625.69
3071153.61	470085.7	229208.94	230109.71	75146.4
3007842.43	475449.49	224508.43	230173.84	75230.57
2959288.49	470854.78	226812.6	229334.42	73580.27
2900202.51	478804.3	228894.14	242113.79	73063.69
2900991.5	485429.97	231871.53	243987.13	72657.3
2878175.87	477957.81	234925.94	235637.28	73583.07
2925247.54	479303.53	235995.44	225952.11	75165.87
2928835.44	486199.22	241924	220509.09	76171.97
2963198.41	488755.08	245192.06	219577.6	77623.99
3012681.2	488334.46	243716.49	222500.44	78552.34
3056640.89	492847.79	243900.69	228632.53	78179.57
3135893.1	487625.92	242429.38	232111.54	78505.9
3063452.61	498033.56	248693.61	235091.82	76852.13
2980762.95	498821.78	248772.05	230940.84	77607
2978451.43	498005.84	250586.19	224757.56	78051.96
2956858.32	503861.9	250601.63	225561.41	76699.43
2960398.56	511389.42	250647.55	221284.11	75254.38
2960373.09	509648.26	250214.12	224788.18	76384.07
2981172.42	515691.93	249123.97	228295.78	76399.3
2997861.87	513731.1	248021.48	229112.99	76292.02
3033321.96	520921.9	248669.17	231815.05	75783.73
3018490.92	521642.72	249933.99	234330.76	76032.38
3005384.78	538340	249084.33	232107.52	74651.27
2926039.14	543792.03	247365.26	230440.24	74510.21
2885050.08	526659.79	248271.21	230546.96	76191.64
2856593.56	504816.34	249052.76	228236.59	77300.08
2837632.79	485244.76	245972.95	229133.43	77465.9
2823805.08	488395.74	247511.4	231516.67	74273.78
2886249.13	480425.33	246336.51	234452.62	73238.82
2941381.72	470460.23	249247.89	230882.05	72974.89
2924330.33	480496.07	254927.58	231125.82	72337.93
2911535.08	479893.83	257858.45	231139.88	71586.38
2887984.2	485984.17	259521.14	231436.83	71170.17
2881445.62	487718.84	258094.64	235321.13	70801.68
2850003.48	491024.57	257382.22	239623.54	71419.95
2861073.48	498387.14	252909.97	234069.5	73169.87
2944609.17	502000.23	250271.72	229030.23	75161.06
2956602.98	504722.62	249671.07	230339.23	72380.87
3005689.61	519792.2	253872.8	229137.04	72065.52
3024943.42	523978.15	252973.53	232730.24	71091.25
3017738.56	519873.28	255828.57	237026.34	70508.12
3050638.81	520827.74	255553.02	238518.15	71328.49
3110043.55	514793.4	257797.69	238193.97	72350.45
3115568.62	508785.51	257210.79	231197.64	73675.84
3145454.12	508320.96	258044.59	228778.8	74514.15
3080101.03	506480.86	256932.88	228574.42	73970.62
3075615.51	522855.37	260648.89	233050.27	76123.36
3041634.68	521655.65	264401.96	234882.02	78919.41
3120274.43	521798.83	263080.76	235565.53	77828.32
3156909.1	527795.32	264582.58	236098.48	78173.05
3179966.83	522513.98	264477.04	236068.18	77966.78
3231516.36	522739.58	262378.08	237891.38	77225.53
3315837.51	525011.36	258077.54	234575.72	78069.76
3205510.45	523041.54	256696.59	236575.5	78850.48
3090675.13	531586.4	256065.55	235656.84	79311.25
3081600.62	534130.34	255137.92	234800.22	80612.94
3062267.28	539783.53	254776.66	233689.61	80574.31
3072007.31	539786.16	261675.26	238235.39	82381.63
3116831.68	528981.63	267851.65	241131.68	83937.12
3156042.95	526047.95	264425.75	242878.54	84214.62
3141823.8	513971.43	254868.42	242238.27	82020.97
3079556.24	505898.84	255558.1	237409.41	80954.44
3055073.24	499673.63	251567.56	234150.81	79258.98
3028558.2	491183.94	249317.53	232310.43	78086.53
3043062.99	487890.13	243274.62	240099.17	77844.72
3023460.15	491083.89	245805.83	239635.26	77529.3
3049332.61	499806.13	247541.92	247171.72	79599.18
3019773.68	519140.4	249517.78	248933.06	80426.97
3023508.11	534229.67	252994.2	256299.8	81009.01
3050331.45	535253.9	254609.68	264840.7	80248.33
3056271.69	525451.06	259354.06	264180.88	78518.73
3133147.12	514456.62	261332.73	261796.05	76033.19
3121144.26	511228.12	265205.1	258856.95	74855.1
3160072.91	522203.76	268341.1	250938.32	76012.68
3136721.14	532318.07	270751.58	251694.06	76049.9
3179318.62	539678.3	274736.41	253387.54	77641.09
3184873.16	552681.23	273174.44	253319.28	80641.34
3175646.59	561478.66	277234.12	253455.6	82547.14
3218386.13	554252.56	281385.77	250476.49	81888.51
3266748.86	544486.67	288014.76	251620.45	83085.58
3373441.72	552912.98	291921.46	251910.68	81729.38
3361784.47	567493.18	288791.93	250718.96	80673.79
3301804.9	563330.2	286009.69	247828.35	79025.05
3295044.64	558781.66	280669.89	254824.18	80423.91
3170007.08	557967.93	276197.46	260347.37	80004.59
3109957.18	558146.33	274156.82	252689.33	78932.19
3152294.11	556301.98	275749.53	253597.7	78943.71
3132668.01	550204.52	274920.8	247208.82	79984.22
3155198.66	550438.87	270916.4	242085.35	80839.58
3154528.71	546525.69	276771.12	241462.62	81291.83
3282511.83	543251.75	271914.79	241113.8	81456.45
3276521.5	540120.92	270633.34	240284.56	82728.29
3237434.33	541683.48	266483.68	246478.95	81885.64
3243563.34	542966.35	263130.35	243045.85	83506.72
3169633.9	540255.24	262792.14	239930.78	84428.67
3099801.27	539215.88	266652.57	241703.26	83158.65
3057834.32	533732.53	269586.01	240730.2	83451.13
3100750.24	538122.69	271613.74	237710.54	83529.23
3065924.24	537907.89	269285.27	244531.33	82993.83
3072552.24	532294.54	267175.51	246612.38	83926.43
3094632.29	537969.61	271603.08	242077.77	84041.83
3107483.32	534942.07	274131.92	245370.76	82087.4
3155149.34	536152.74	277004.78	249626.45	83507.36
3191556.72	537689.67	282717.07	252785.79	82479.58
3180034.35	546540.34	279378.13	256156.13	83780.61
3168791.01	547520	280508.97	258158.05	83901.97
3250187.79	547202.68	280355.37	249475.11	84780.58
3243460.66	543881.21	278220.31	240286.23	86106.46
3204447.18	551615.42	279298.52	241111.82	86042.17
3214660.27	553146.78	273900.46	243248.15	85189.57
3275440.95	556757.52	278210.51	248981.64	83549.73
3296881.61	563473.21	274743.72	253753.96	82967.55
3312233.67	565493.9	277917.78	260549.19	82831.76
3270461.51	573495.91	281071.01	270255.53	83393.39
3212540.26	571551.62	280494.78	264859.2	84130.26
3253984.23	579403.95	281842.8	257634.5	83889.45
3315654.34	577495.2	284838.28	245893.71	83958.76
3404933.62	580755.65	291749.72	239043.51	83858.37
3402046.64	575367.85	286432.57	240642.79	84778.45
3449895.64	573103.73	281679.3	242631.19	85162.93
3472320.72	571171.99	279514.8	245938.61	85051.92
3408319.49	568281.08	279324	248689.94	85442.73
3320480.76	566526.46	280289.9	252969.25	85766.03
3321643.18	563158.77	282456.68	256700.17	85700.55
3341160.01	565870.33	281237.7	259924.3	86539.95
3291902.75	566826.58	285527.59	259834.75	89064.91
3327879.19	563190.06	286171.29	262818.94	93307.72
3297925.69	569434.66	287609.27	259238.33	97824.68
3351609.8	567068.55	287389.72	254487.2	98131.92
3372560.46	576160.59	288171.98	255945.47	95675.81
3369489.14	583093.45	284722.18	255677.96	94732.28
3381381.36	582599.8	285419.52	254211.71	91635.87
3418881.01	584394.89	286341.56	254067.25	86942.42
3475591.83	592878.81	288307.55	258417.73	83202.87
3515715.25	596789	287688.63	258142.97	84450.56
3476832.99	586344.81	289571.4	263360.45	87653.94
3433040.91	572715.48	297450.36	262317.75	88837.14
3463944.29	564596.83	292597.26	258546.36	88991.19
3415454.95	569702.11	286348.46	260229.23	90896.55
3385020.41	585675.66	284431.74	256000.56	93306.83
3414549.72	596975.31	281222.26	260020.61	95001.81
3460107.3	613706.35	273463.85	259749.49	92435.6
3467552.61	614605.41	275260.9	257881.19	88970.65
3474005.18	597186.17	280119.02	259253.95	87847.46
3495817.57	577261.16	284892.8	259877.84	86970.95
3479470.06	576217.82	290084.44	263351.33	84684.55
3482069.25	580421.13	294913.67	265482	83422.1
3476401.93	587102.12	303419.89	265683.37	81139.31
3505764.83	596829.67	307764.18	264565.14	80549.71
3516854.51	602379.74	309679	272478.14	83061.84
3496895.85	620033.39	304035.46	268864.13	83753.57
3542112.95	615884.13	300619.02	269672.68	84266.14
3510307.26	613924.29	294779.72	268277.01	86696.5
3428437.47	606292.01	289998.72	267390.18	89488.14
3396289.79	600844.45	292917.01	264881.24	90720.63
3430310.92	595606.69	295157.47	264628.16	91405.47
3526671.85	602939.17	299792.38	265644.97	92804.04
3483220.89	609928.39	297349.02	265179.18	93433.32
3457397.67	591481.89	290116.53	272776.04	90973.74
3445806.01	569058.71	285020.85	268342.66	89259.97
3440976.94	564946.68	286339.3	265222.97	90216.38
3451076.66	569804.14	285362.72	273108.58	94016.49
3416653.86	586093.02	284776	270016.37	94775.8
3407507.96	604451.91	284330.55	269483.68	93522.72
3429012.76	604430.5	288315.42	267699.77	91850.62
3530710.09	612257.7	291357.6	268386.24	89501.5
3529460.37	614830.1	292888.48	275385.02	88445.1
3577105.63	620265.07	296162.25	273296.28	88689.33
3607192.99	627264.18	296756.65	274232.54	89817.92
3606347.37	628040.92	298822.3	274915.47	91487.86
3614597	625500.24	304895.72	279949.03	92984.14
3672597.27	627531.92	309842.91	278860.16	93639.6
3743308.9	632539.32	307164.89	279934.33	94408.83
3703300.05	630190.77	310654.47	282780.53	97035.57
3698702.32	630315.69	310831.06	282722.97	97283.35
3640101.89	626709.21	312454.16	281552.54	96115.16
3666274.24	633200.61	308718.15	283333.65	96530.05
3689888.56	630773.41	310711.62	282085.79	96758.11
3572893.44	621391.75	311787.18	281041.57	98027.73
3625386.9	631186.71	314144.07	278940.1	98401.84
3547413.51	623684.53	312235.31	274719.66	98978.72
3515852.45	626084.2	307897.25	271451.63	98166.31
3483747.22	621470.24	305787.77	268503.62	98702.42
3530359.37	629453.55	305124.05	265737	97189.35
3600139.62	628444.8	304237.31	265597.57	97194.78
3600356.78	627966.5	301239.47	267364.68	96308.49
3609770.02	631534.08	296363.52	268025.1	94633.48
3595496.75	636164.44	293519.67	268416.95	94555.09
3542596.13	631682.85	292652.96	266526.7	94581.46
3592065.08	624344.59	291067.82	266469.42	94269.42
3608401.49	616534.12	291301.77	266770.93	92660.74
3583169.31	616341.43	291643.81	264759.48	92888.25
3637617.56	607783.41	289248.3	274806.39	92288.29
3604201.44	596787.32	292384.9	265995.71	92595.1
3614177.09	610438.82	289105.07	271124.29	92596.14
3599573.74	606120.12	286683.49	274009.2	92684.4
3542663.1	604382.9	285394.72	268708.28	92955.65
3619006.39	605685.98	285905.5	269776.12	95476.43
3616005.24	611220.66	287446.93	275382.64	96511.08
3650660.31	607054.17	289362.63	274762.13	94460.31
3626943.23	604164.96	290676.49	278349.88	94405.18
3524560.79	603669.47	295276.56	278030.04	92856.94
3558033.29	606037.01	299767.03	278694.63	91971.75
3620816.17	602904.81	299322.43	274902.84	93127.61
3606191.59	611612.49	299440.25	276008.46	94060.29
3554561.2	609160.99	300593.45	281241.71	94125.6
3573365.17	611500.83	294656.55	277305.71	93324.07
3607495.54	613481.33	296960.56	281612.13	93987.25
3611050.38	618882.88	302306.28	272650.1	93324.11
3604325.53	610057.08	304956.27	276383.63	92686.08
3617913.51	618340.5	302780.49	273044.82	92202.91
3624825.13	622886.61	302053.35	273980.23	93207.37
3657465.89	627829.78	303347.24	272853.28	91919.71
3593663.06	637591.55	305050.2	278119.1	91847.53
3623837.71	633219.69	307324.55	273132.96	93039.54
3646629.79	642275.18	303836.85	278457.68	92316.06
3577357.91	633808.08	302145.51	272757.59	91574.28
3577366.86	623165.48	299736.97	274266.25	92087.48
3552246.51	609039.95	301015.51	265386.66	90925.65
3527479.18	594398.65	307565.63	260540.57	91141.25
3515405.45	586458.89	298768.53	270464.79	92835.38
3424666.97	593091.37	288914.11	265082.02	90793.43
3438676.53	589496.77	283555.28	268720.88	91193.81
3389279.69	589348.76	283414.32	271636.76	91707.55
3395605.32	606825.58	284245.76	272381.82	91129.7
3400686.26	615622.97	283380.07	268502.46	91177.86
3469033.15	613447.4	284911.72	270907.62	90347.48
3366322.2	596546.34	283421.43	267290.93	91294.13
3361567.47	583781.62	283310.98	268194.46	90846.82
3309817.84	577522.81	283656.9	273192.44	90115.91
3290042.61	572564.67	281725.88	269535.77	89255.6
3300594.93	564987.32	284026.87	265013.66	89278.98
3301140.67	567245.02	283107.15	258395.18	88970.3
3297890.72	559007.87	285966.16	249884.37	88253.32
3348649.98	556228.95	283711.51	245355.12	88404.96
3358154.18	558408.69	285857.76	251310.03	88156.51
3344191.05	564151.63	282226.57	260252.77	87912.37
3346290.87	559959.64	283085.89	255530.34	87969.34
3341686.48	552269.01	283327.79	258614.37	86134.4
3347676.68	570070.77	284360.81	257506.77	86744.54
3320362.03	574160.92	282791.79	261105.5	87477.36
3372985.43	571102.25	280919.34	254932.91	86824.89
3382918.12	580710.81	281155.2	250934.34	86300.78
3407039.41	590079.76	283487.61	250929.71	86549.57
3413478.87	587286.86	280979.05	250209.11	86702.66
3400463.92	595660.59	283302.34	257467.16	87425.66
3454915.44	599425.08	282058.67	255571.43	86943.39
3477390.44	591882.79	283346.98	259001.52	86475.64
3478660.91	592994.48	282657.64	253470.43	86271.27
3512008.09	582075.42	283447.07	253262.06	86918.19
3533331.78	576747.22	286398.46	267717.57	85735.54
3515669.32	572350.64	282968.58	272427.72	84166.19
3477613.24	572712.77	283543.95	263963.79	83823.12
3514197.42	566083.03	281427.55	261086.82	84893.15
3485304.79	568056.99	282687.19	259498.15	86349.71
3463065.47	568481.55	285659.01	258785.21	85727.87
3460381.92	560087.19	287825.3	258631.34	86767.69
3460645.2	562421.72	288867.4	255599.7	85635.21
3478597.61	563014.59	285231.33	252250.93	86269.78
3540719.5	562162.58	289080.21	259487.54	85373.25
3525670.19	567184.73	290711.78	260573.82	85497.17
3588003.19	562270.92	289300.29	262343.47	86074.55
3515072.57	557507.9	290520.55	262711.11	84684.49
3486971.81	552005.02	287853.26	258939.29	84755.46
3507657.07	554971.28	289874.53	265035.07	84262.75
3557509.4	563432.27	285372.93	265587.6	83949.08
3480702.49	564018.7	282648.91	273000.42	85133.58
3477409.15	559536.32	279810.52	265653.24	84635.36
3487844.16	557004.63	277603.05	267169.39	85067.73
3482189.52	557791.14	276650.1	263812.6	84021.99
3422054.08	544400.91	273005.83	260640.77	85404.72
3462382.92	540248.18	271034.29	255694.58	85690.7
3541601.29	536976.01	270252.31	251987.36	87270.01
3530328.08	531950.22	271568.81	249426.73	86321.28
3432830.91	521275.38	269958.55	250933.74	86406.04
3342530.85	526375.85	266074.64	244320.12	85867.81
3299915.61	531178.06	265706.37	243479.13	83475.48
3178077.77	530527.61	258454.02	242302.75	81562.37
3069991.4	535650.32	259312.31	242961.41	80107.84
3049224.13	536706.92	259603.82	234320.81	78839.12
2946776.05	540556.51	257557.44	234166.75	77308.48
2873882.44	537083.28	257456.72	236702.05	76150.48
2922302.22	527784.37	252781.18	237191.27	76011.03
2987862.38	521196.16	251210.49	237071.1	75967.87
2931943.48	517139.84	250745.5	237273.47	75944.22
2868330.97	513915.38	249890.43	230706.53	77217.79
2937170.16	520951.88	251629.09	231603.97	76546.24
